Clinic Name,"Map location (latitude,longitude)",LAT,LONG,Address,City Location,Google Rating,Facebook Rating,Average Rating,Contact Information,Email Address,Services Offered,Pricing,Operating Hours,Customer Reviews Google,Customer Reviews Facebook
All out smile dental center- Marikina,"14.641153578487488, 121.09635896614392",14.64115358,121.096359,"14 Lazaro St. Brgy. Sto. Nino, Marikina City,
 Philippines",Marikina City,4.9,5,4.95,9175262454,alloutsmile2021@gmail.com,"General Dentistry,Pediatric Dentistry,
Orthodontics,Oral Surgery,Cosmetic
Dentistry,Teeth Whitening.",,"Mon,Wed,Sat&Sun:10am-5pm","I highly recommend All Out Smile Marikina Dental office. Staff and dentists are professional and
 accommodating. Ambiance is clean and cozy.. They are very considerate in terms of my appointment since
 I am pregnant.
 Thank you for lifting up my confidence to show my precious smile 😊 …


I recently visited All-Out Smile Dental Center Marikina Branch for dental care, and I must say I was 
impressed with the organization and cleanliness of the clinic. The staff was very welcoming and
 professional, making me feel comfortable from the moment I walked in. The waiting area was neat and tidy,
 and I appreciated the attention to detail in maintaining cleanliness throughout the clinic. My overall experience
 was excellent, and I would highly recommend All-Out Smile Dental Clinic to anyone in need of dental care.


Not a good experience when my daughter was here for braces adjustment and tooth filling/pasta.
- dentist was not aware the she needs to prioritize the front teeth to stabilize the braces and she insisted to do molar, while we have a clear instructions from the owners and chart stated that the front should be priority.
- after brace adjustment, in just 1 hr or less it loosen up and it was uneasy for my daughter, then we need to go back to fix it, however, the same dentist was annoyed about our complain and she wanted us to charge again where in fact it was a back job or should I say a lousy job.
- after doing a filling/pasta she doesn't even bother asking the patient if it's not rough anymore and just said it's done. While settling the bills, my daughter complain that it's still rough under the teeth, so another back job or should I say lousy job from the same dentist.

Please do the necessary coaching for better customer experience.","Super accommodating ng clinic na 'to! Highly recommend. Thank you so much All Out Smile Marikina Branch!


Thank you so much po all-out smile dental center po. ang bait po ninyo. lalong lola napo kay Doc. 
naipapaliwanag nyapo lahat.


Patient since 2020. My go to dental clinic. Staff are very accommodating same goes with the doctors "
JPAD Dental Clinic,"14.628199759866813, 121.07722016036111",14.62819976,121.0772202,"#2 Quirino Street Industrial Valley Subdivision 
Marikina City, Marikina, 1802 Metro Manila",Marikina City,4,4.8,4.4,9158733669,jpaddental@gmail.com,"General Dentistry,Pediatric Dentistry,
Orthodontics,Oral Surgery,Cosmetic
Dentistry.",,Mon-Sat:10am-5pm,"My experience at JPAD dental clinic was truly exceptional. The comprehensive treatment I received reflected 
their dedication to thorough and personalized care. What stood out even more was the warmth and 
friendliness of their dentists and staff. Their approach made me feel at ease throughout the entire process. 
The combination of professional expertise and a welcoming atmosphere makes JPAD a standout choice for 
anyone seeking dental care. 🦷👏


Excellent service! The staff were incredibly friendly and professional. The facility was clean and modern, 
and the dentists provided thorough care with a gentle touch. Highly recommend!


","Very smooth yung dental service po nila..  Super clean p ng place very approachable pa ng staff..  Til next dental service po❤



Super galing and maalaga ang mga doctors dito! Smooth lang ng pagbunot sa wisdom tooth ko. Tapos may 20% discount pa for the promo. Aside from this, nagchachat pa sila and nangangamusta sa patients for the follow ups and reminders. Very responsive pa nila sa page and super accommodating sa personal. Overall, super recommended yung services nila kasi feel mo alagang-alaga ka talaga nila.


Kudos to Jpad dental Team for a job well done. Most especially to Doc Janelle for taking good care of me during the procedure. No pain at all. Very friendly and accommodating staff, i highly recommend."
"RTD Trusmile Dental Clinic -
 Marikina Branch","14.636413821857564, 121.08882561927172",14.63641382,121.0888256,"Beside Star Burst Variety Store, 2E 2 St. Mary Ave,
 corner A. Bonifacio Ave, Provident Village, 
Marikina, 1803 Metro Manila",Marikina City,,4.5,4.5,9051052725,,"General Dentistry,Pediatric Dentistry,
Orthodontics,Oral Surgery,Cosmetic
Dentistry,Dental Implants,
Endodontics",,Mon-Sun:9am-6pm,,"RTD TruSmile dental clinic provides exceptional service with a focus on patient care and comfort.
 The staff is friendly and professional, making each visit a pleasant experience. Doc Tin herself is
 a skilled and knowledgeable dentist who takes the time to explain procedures and address any
 concerns. I highly recommend RTD TruSmile dental clinic for top-notch dental care.


I highly recommend RTD TruSmile dental clinic for their outstanding service and highly skilled professionals.
 From the moment we walked in, we were greeted warmly by the staff. They were knowledgeable and 
attentive, making sure to explain each step of the process to us. They initially conducted an x-ray to 
assess our dental health and advise us which treatments were necessary. Doc Tin and Doc Geno were
 both extremely competent and took the time to address all of our concerns. They always ensure that 
we were comfortable throughout the entire procedure. As someone who was always nervous about 
dental visits, I was pleasantly surprised by the level of care and attention I received at this dental clinic. 💗 
 Indeed, I highly recommend.


Highly recommended Dental Clinic. Good points to note:
- Staff and Dentists are professional and courteous
- Affordable as compared to other clinics 
- The clinic is well maintained and very neat including the rest room
- They are very accommodating to all your concerns or queries
- Airconditioning is good and they have netflix, so you won’t get bored while waiting
- The Dentists are very thorough in explaining the procedures or services which makes it easier for me to understand what needs to be done 
Just to share my experience:
When I was waiting for my turn, there was a kid around 3-4 yrs old having tantrums in the clinic. The staff approached the kid and gave her candies and changed the TV show to Cocomelon. The kid was then pacified and the mother was very thankful. 
Those little gestures showed how they really value their clients."
Zalzos Dental Clinic,"14.6559498150319, 121.11772387151646",14.65594982,121.1177239,"2F, GCN Building, 240 NW Narra St, Marikina, 
1810 Metro Manila",Marikina City,5,5,5,9952500269,info@zalzosdental.com,"🦷 Oral Prophylaxis (Cleaning)
🦷 Tooth Restoration (Pasta)
🦷 Tooth Extraction (Bunot)
🦷 Dentures (Pustiso)
🦷 Root Canal Treatment
🦷 Dental Braces - Conventional, Sapphire, Self Ligating, Clear Aligners
🦷 Jacket Crown
🦷 Fixed Bridge
🦷 Veneers 
🦷 Teeth Whitening
🦷 Retainers
🦷 Surgical Removal of Impacted Tooth
🦷 Digital Periapical Radiographs ",,"Mon,Sat&Sun:10am-6pm","Highly recommend! Dra made me smile confidently 😁 …


","Thankyou po doc Michelle for taking care of my dental health. Highly recommended 💯%.
Very reasonable and Affordable price for Amazing Dental Services. definitely super worth it. Maraming salamat po sa magandang result.


Highly Recommended! Super maalaga at ang humble humble pa ni doc ❤️ Mapili ako talaga pagdating sa dentist dahil may hindi magandang experience nung childhood pero sobrang gaan magpaayos ng ipin kay doc ❤️ Thank you Zalzos Dental Clinic!


5 star and very excellent and very  accomadating.. Very humble si doc😍


Excellent service and very accommodating ni doc. And very satisfied talaga kame ng family and relatives ko"
Cabansag Dental Clinic,"14.634261170697531, 121.09569704314933",14.63426117,121.095697,"14 kapitan antonio, C. Santos St, Marikina,
 1800 Metro Manila",Marikina City,5,5,5,288554331 / 09610845505,"
cabansag66@gmail.com",,,Mon-Sat:8:30am-5pm,"Dr. Cabansag was very professional in giving options and his opinions. Nice staff, great price... Tnx Doc...


Dra is super kind. Sandra and Dr. Gilbert! Dr. is just very gentle. 🙏💕❤️ …


Doc and his assistants are nice. I felt comfortable when I had my teeth cleaned. Thank you very much doc.","Just had my wisdom tooth surgery yesterday! thank you Doc sa mabilis na process, wala ako naramdaman na sakit upon surgery plus sobrang accommodating din ng mga staff and they will make sure na comfortable ka :’))
thank you, Cabansag Dental Clinic! highly recommended 🦷


Thank you for gentle at napakabilis na wisdom tooth removal. Wala akong naramdamang sakit during surgery kaya kudos highly recommended.


I highly recommend Dr. Cabansag. Got my minor surgery for tooth extraction. No pain during, didnt felt anything actually. Explained well the procedures. Thank you po!


Thank you Doc Cabansag sa pag surgery sa wisdom tooth ko. Highly recommended. Mabilis niya pong nagawa Yung surgery. Ang galing. 
Thanks Doc and Dra. Sandra. 
God bless to both of you."
Sunga Orthodental Care Clinic,"14.62255407256067, 121.1001032738296",14.62255407,121.1001033,"Door 7 Sunga apartment along marcos hiway
 san roque Marikina city ( infront of robinson 
metroeast mall) , Marikina City, Philippines",Marikina City,4,,4,6824598,sungaorthodentalclinic@gmail.com,"General Dentistry,Orthodontics,TMJ
Management,Oral surgery.",,Mon-Sat:9am-5pm,"Even though you have an appointment it is not guaranteed. Very unethical.


",
Hernandez Bacong Dental Clinic,"15.28089183618601, 121.80309963155757",15.28089184,121.8030996,"M33X+VXH, Farmers I Avenue, Marikina City, 
Metro Manila, Marikina",Marikina City,4,,4,9081048314,,#NAME?,,MON - SAT 10:00 AM - 6:00 PM,,
P&B Dental Center,"15.217294746135389, 120.96813866618325",15.21729475,120.9681387,"#48 New, Gen. Ordoñez St, St, Marikina",Marikina City,,5,5,"0966-226-9844
09294843041","
pbdentalcenter@gmail.com",#NAME?,,Wed-Sun: 11am-4:30pm,,"Coming from US, I only have limited time to get some work done. Na-accommodate nila ako kahit medyo 
bitin ako sa time. Lahat ng inquiries ko talagang nasasagot agad. I had multiple sessions here within 
2 weeks span. They're very professional and well knowledgeable sa craft nila. Sila Doc April and Gab
 sobrang bait. They also shared proper tips how to take care of your teeth as well.Sila Doc parang kaibigan 
mo lang talaga. Comfortable kasama!To anyone trying to get some work done this is probably the best 
dentists in Marikina. Highly recommended! 10/10!


Had my root canal procedure. Super approachable nila Doc and super bait. Super linis din ng clinic.
 Accessible din ang clinic. 😊


Highly recommendable Dental Clinic because of its accessibility(just along the hi way), hardworking 
professionals, plus everything's new! HAHAHA ang linis ng Clinic promise, may discount pa. Ideal for
 not so pricy yet quality dental service. Kudos Doc P and B!"
Guevarra- Cesante Dental Center,"15.06882696404674, 121.67126368965636",15.06882696,121.6712637,"Manyland, 1st Street, Fernando, Marikina, 
1801 Metro Manila",Marikina City,3.5,,3.5,"285353740
0917 537 0589",,#NAME?,,Mon-Sun: 10am-7pm,"I've been a patient here for some time now, and while the dental care provided is excellent, 
I've consistently experienced significant wait times despite arriving punctually for my scheduled
 appointments. It's frustrating to carve out time in my day only to end up waiting for hours past 
my appointment time before being seen by the dentist. The staff is friendly, and the quality of care
is top-notch, but the issue of long wait times needs to be addressed to improve the overall patient
experience. I hope the clinic can implement measures to streamline their scheduling process and
reduce wait times in the future.


The dentists are quick to adjust braces and do prophylaxis. But even if it is still scheduled on their
online link, you will still have to wait at least 1 hour to be accommodated. It's been one year since 
we were transferred to the Marikina branch from the closed Gilmore branch, and the time is always
not followed whether it's a morning slot or even late in the afternoon. Reason? There were a lot of
people and we moved the time to the next one. Then the dentist will have lunch outside the clinic.
You are embarrassed to cry because ""sir, let's have lunch first because we haven't eaten yet"", you 
have no choice but to say yes. There is really a lack of manpower and then it's just sorry. Even if it's
always like that a few times. Hopefully this year my braces will be finished and I won't be coming
 back here.",
Dentacare Ayala Malls Marikina,"15.153678448142749, 121.27575586395275",15.15367845,121.2757559,"2/F, Ayala Malls Marikina, Marikina, 
1810 Metro Manila",Marikina City,5,,5,9230846246,dentacarephils@gmail.com,#NAME?,,Mon-Sun: 10am-9pm,"Very accommodating staff and nice ambiance.the dentist is child-friendly


The dentist is very good and very friendly, and their staff is also kind 😊 …",
RA DENTAL CLINIC,"15.217294746135389, 121.07800195110092",15.21729475,121.078002,"P. Paterno Street, corner 1800 G. Del Pilar St, 
Marikina, Metro Manila",Marikina City,,5,5,"
 79565378
 09774543283",,,,Mon-Sun: 9am-5pm,,"Highly recommended!! 👌💯Ang gaan ng kamay ni doc, super painless nung procedure. Aaaand very 
affordable!! Thank you po Doc Kharla Ragamat!!👍👍


Highly Recommended👍✔️
Really satisfied about the good quality services✔️💯


Thank you, RA Dental Clinic and Dra. Kharla Ragamat, for a great dental care experience and service! 
I am one of their regular patients, as they did my braces, tooth extraction, regular prophylaxis, and just my 
recent wisdom teeth surgery. Dra. Kharla is very professional and accommodating, as she entertains my
 questions all the time.She is also very gentle and careful not to hurt her patients. I've been wanting to
 have a permanent dentist for years, and luckily, I found Dra. Kharla. The clinic also strictly follows safety
 COVID-19 protocols. I highly recommend RA Dental Clinic. They deserve many stars!"
Smart Teeth Dental Clinic,"15.111256947606364, 121.4954824337881",15.11125695,121.4954824,"1800, Marikina, Metro Manila",Marikina City,4,,4,,,,,,"Dentist is friendly so as the staffs as well. They love Taylor Swift music. Will definitely go back.


The staff and dentists there are kind, attentive, and above all, the intellicare for cleaning is covered.
From Ayala Feliz Ligaya, take a trike for P30.  just say the corner address.

There is a fee. If you are rescheduled, the fee is PPE 300, then there is a down payment if you do 
not arrive at the right time, forfeited. Can't move
",
"Dentists of Marikina Multispecialty
 Healthcare Services, Inc.","15.217294746135389, 121.8250722885411",15.21729475,121.8250723,"855, 1800 J. P. Rizal St, Marikina, Metro Manila",Marikina City,1,,1,"288617300
287216130",marketing@mmhsi.com.ph,,,Mon-Sat: 7am-4pm,,
Benette Dental Clinic,"15.153678448142749, 121.58337306172223",15.15367845,121.5833731,"J4QC+XRM, Lilac Street, SSS Village, 
Concepcion II, Marikina, 1800 Metro Manila",Marikina City,5,,5,279345249,,,,,,
Cartojano-Manahan Dental Clinic,"15.153678448142749, 121.58337306172223",15.15367845,121.5833731,"Unit 3 M & R Trade Center, M L Quezon Street, 
Marikina City, Metro Manila",Marikina City,4,,4,,,,,,"Kind and good Dentist 🥰😘 …


She was may dentist when I was 4 yrs old. Removed 4 teeth all at once without any pain. 
30 yrs later she is now the dentist of my 5-yr-old kid ☺️☺️☺️


They don't prioritze healthcare. They are setting for just a waiting list of the cancellation.
They say they are fully booked already not knowing when my preffered schedule yet.
",
C. Castejon Dental Care,"15.111256947606364, 121.45153711982101",15.11125695,121.4515371,"74 Bayan-Bayanan Ave, Marikina,
 1800 Metro Manila",Marikina City,1.5,,1.5,,,,,,"Clinic is right infront of Immaculate Concepcion Church. Receptionist is not accommodating but
 the dentists are super nice and service is worth paying.
** 2022, we went back, the receptionists are then pleasant and with good client service.


No respect for patient's time. I had seven scheduled sessions with them (root canal and bleaching)
 and waited an hour for each session before being accomodated.It's pretty much useless to have
 a scheduling system if it won't be followed anyway.I'd suggest for a different clinic for your dental needs.


The staffs are not accommodating and the dentist will laugh like a bipolar and suddenly scream if 
you don't hear him properly. And this is for hmo users, when you apply, they will say that it is not 
card coverage, but they can do it as long as you declare that you are applying for 5 teeth. Was 
able to go to different dental clinics and this is the worst when it comes to customer service but
 the quality is fine the only problem is that everyone seems to be angry in a room and it seems
 like you are not welcome and there is no receipt they asked for 300 pesos for covid preventive
 measure. I hope you fix it. Thank you",
Dr LB Dental Clinic Parang Marikina,"15.259694944864597, 121.69323634663988",15.25969494,121.6932363,"NGI, GT Building, Gen. B. G. Molina St,
 Marikina, 1800 Metro Manila",Marikina City,1,4.7,2.85,"
 09954666672
 09693175135
 (02) 7275 1623",lb.dental.clinic20@gmail.com,#NAME?,,Mon- Sat: 9:00am - 5:00pm,"Not recommended dental clinic, Bad Service 😡 …","what an amazing Dental experience 😍highly recommended . Doctor RD and the assistant is very friendly 
and professional . Very Smooth and painless  My Son Is very comfortable during the whole process Removal .
 If you're looking for reasonably priced dental services and with staff who genuinely care for your dental health ,
 Then this is the best clinic for you ❤️❤️


Highly Recommend this clinic 😍 Everyone was awesome , friendly staffs ❤️  You made me feel at home .
 the receptionist was so Absolutely Amazing ⭐️The dental Assistant was so pleasant Great Experience With Dr RD you save my Teeth 🦷 
I will definitely be coming back. and referring Everyone ❤️


Not recommended kung HMO ang gagamitin mo, bad experience madaming clinic na full covered ang
 pwede mong puntahan , i suggest na kayo mag cater ng mga HMO holders kung ganyan din naman pala,"
Happy Smile Dental Clinic,"15.06882696404674, 121.18786523601861",15.06882696,121.1878652,"J3RV+WQM, J. P. Rizal St, Marikina, 
1800 Metro Manila",Marikina City,,5,5,289982107,,#NAME?,,,,"Thank you so much Dra Jhaira and staff of Happy Smile Dental Clinic for providing excellent  service. 
My teeth feel and look great ! I really appreciate that attention to detail was essential part of orthodontic 
treatment. Keep up the good work cause you are behind for giving others the confident to SMILE 😃 😁😊❤️👍👍. 
⭐️⭐️⭐️⭐️⭐️I would highly recommend this clinic  to anyone who have  dental health needs or concerns . 


Thumbs up for Doc Jhai and sa bumubuo ng Happy Smile Dental Clinic! Sobrang thank you sa pag aalaga 
sa teeth ng daughter ko and sakin. Sobrang gaan ng kamay at sobrang bait maghandle ng patients 💕 Dito 
na kami magpapaayos ng teeth ng buong family ko. Thank you and Godbless 🌼✨


Ang galing nya kahit bata pang doctor. Di mo halos maramdaman na lumapat ang kamay nya sa bibig mo.
 Very polite at soft spoken. Ang bait nya....super! I highly recommend Smile Dental Clinic. di po masasayang
 ang ibabayad nyo!"
Banting Dental Clinic,"15.153678448142749, 121.14391992205152",15.15367845,121.1439199,"2nd Floor St. Ignatius De Loyola Healthcare 
Services Building, 253 Shoe Avenue, Santo Nino,
 Marikina City, Metro Manila",Marikina City,5,,5,,,,,,"Dra. Banting is a cheery and personable person and we're comfortable with her. Gives god advice
 on how to take care of your dental health.",
Marikina Dental,"15.153678448142749, 121.09997460808447",15.15367845,121.0999746,"506 J.P Rizal Ave., Sto Nino , Lamuan,
Marikina, 1805 Metro Manila",Marikina City,5,,5,285603284,,,,,,
Alcantara-Francisco Dental Care,"15.153678448142749, 121.09997460808447",15.15367845,121.0999746,"J3FR+H5C, Kagitingan, Marikina,
 1800 Metro Manila",Marikina City,5,,5,286829492,,,,,"Dr. Vicky, thank you very much I lost my phobia of tooth extraction.imagine...I'd rather give birth
than have teeth pulled before, my phobia and fear were so great.But thanks to you and Doc Eric 
and you did everything to make my fear go away..Now I'm going to sked again to pull out everything 
ha ha..It's sad to say that you just left when I called a while ago..
See you both tomorrow..",
Angel's Dental Care Clinic,"15.047608797875169, 120.92419335221618",15.0476088,120.9241934,"185, 1800 A. Bonifacio Ave, Marikina,
 1800 Metro Manila",Marikina City,5,,5,,,,,,"Had a hard time finding this on the map because it's AngelCare so I suggested the map name edit. 
Attached is a screenshot of the form they send to people who book appointments. They don't accept 
walk-ins for safety protocols. There's also no signage outside, but just proceed to the building right 
next to Tañong bakery. There's a furniture/woodshop on the ground floor of the building and a signage 
above for Merlyn Spa. The clinic is on the 2nd floor. Just walk up the stairs.

I like their professionalism and safety measures. They give everyone PPEs (small fee included for it),
 down to the hair cap and foot covers and clear goggles and their own masks (so remove the original 
you came with), all to be discarded after the service. A small local business that's worthy of promoting.
They have several dentists working here, not just one. Fees are reasonable, too. They accept Gcash 
and credit cards. Parking might be a challenge.",
Ellen Dental Clinic,"15.09004301485643, 120.96813866618325",15.09004301,120.9681387,"No. 08, General F. Santos Street, Calumpang, 
Marikina, 1801 Metro Manila",Marikina City,4,,4,286450636,,,,,,
Mariano Dental Clinic,"15.111256947606364, 121.29772852093627",15.11125695,121.2977285,"J4QF+3X6, Moonlight St, Marikina,
 1800 Metro Manila",Marikina City,5,,5,,,,,,"Dr Mariano has been my dental for. More than two decades. He's so meticulous and passionate
 about proving his clients the perfect dental result. Keep it up doc. 👌 …


The best dental service. Dependable. Highly recommended.


Dr. Mariano is simply the best!",
"Carla Castejon-Francisco 
Dental Clinic","15.09004301485643, 121.16589257903507",15.09004301,121.1658926,"169 E Santos, Marikina, 1800 Metro Manila",Marikina City,3.7,,3.7,,,,,,"Highly recommended!
The doctor's hand is very light here
It's still kind.
Your dental clinic will regret it.
Thanks Doc Roselyn!


",
Chiara Dental Clinic,"15.132468759600133, 121.25378320696922",15.13246876,121.2537832,"40C, Lilac Street, Hacienda heights Village,
 Concepcion II, Marikina, 1801 Metro Manila",Marikina City,5,,5,287754584,,,,,,
Harlea Dental Clinic,"15.174886010540682, 121.25378320696922",15.17488601,121.2537832,"614 J. P. Rizal St, Marikina, 1807 Metro Manila",Marikina City,5,,5,9991821948,,,,,"5 stars, I was satisfied earlier when I went even if it was just a walk in, the doc was great and very 
kind. He doesn't rush the work as long as he wants his client's smile to be beautiful, doc Marlou's
 hands are also light ☺️😊 thanks also to my sister who is doc's assistant who is also kind ❤️ …",
Cordial Dental Clinic,"15.217294746135389, 121.18786523601861",15.21729475,121.1878652,"584, J. P. Rizal Street, Concepcion I, Marikina, 
1801 Metro Manila",Marikina City,,5,5,289418379,,,,"Mon-Fri: 9am-5pm
Sun: 10am-5pm",,"Sa Kanila po ako nagpabunot, and nagpagawa ng dentures napakabait po ng doctor and her assistant �
 from batasan branch, highly recommend po � sa kanila na po kayo magpa-consult


service is excellent and affordable. people are really nice and helped me with my teeth problems. clinic is
 clean and spacious. will go back here as a regular. ❤️


Very thankful to Doctora. In this time of hardship where clinics are closed, she provided her service even
 over the internet. Forever grateful, Doc. God bless you and your family!"
Bongco Dental Clinic,"15.153678448142749, 121.16589257903506",15.15367845,121.1658926,"513 J. P. Rizal Street, Barangay Concepcion Uno,
 Marikina City, Metro Manila",Marikina City,,4.7,4.7,9183050733,"
bongcodentalclinic@gmail.com",#NAME?,,Mon-Sat: 9am-5pm,,"One of the best dentist!! 100% recommended 👍👍👍 Lab u doc, pinaganda mo ako 🙂  5 stars for you doc ⭐️⭐️⭐️⭐️⭐️


finally found the best dentist !..i had an existing braces unfortunately i was not able to have it adjusted for 
more than a year so i decided to have it removed with the help of doc Bongco and get a new plan.
 I could say i get more than what i expected . He installed my new braces with tender loving care and 
making sure things will be done accurately. Thanks .until my next visit..


I love this Dentist!!!!"
JRD Dental Clinic,"15.153678448142749, 121.16589257903506",15.15367845,121.1658926,"Laurel, 580 J. P. Rizal St, Marikina,
 1870 Metro Manila",Marikina City,,5,5,279331276,"
jrd_dentallaboratory@yahoo.com","🦷 TOOTH RESTORATION (PASTA)
🦷ORAL PROPHYLAXIS (CLEANING)
🦷 TOOTH EXTRACTION (BUNOT)
🦷 JACKET CROWNS AND BRIDGES (FIXED) 
🦷DENTURES PARTIAL/FULL (PUSTISO) 
🦷IMPACTED TOOTH REMOVAL
🦷 BRACES",,MON-SUNDAY (9am-6pm),,
AFB Dental Clinic,"15.196091444101775, 121.18786523601861",15.19609144,121.1878652,"589 A J. P. Rizal St, Marikina, 1800 Metro Manila",Marikina City,,5,5,285159565,,#NAME?,,MON-SUNDAY (9am-6pm),,"super bait ng dra. � � thank you so much po..


Excellent!!! One of the best Dental Clinic in town!!! 🙂


Maganda na Magaling pa � highly recommended �"
Oreo Dental Clinic,"14.654851082212122, 121.10379201199267",14.65485108,121.103792,"M433+77X, J. P. Rizal St, Marikina,
 1807 Metro Manila",Marikina City,,5,5,285462938,"
ongoreodc@yahoo.com",,,Mon-Sat: 9am-5pm,,"Doc Myna is very kind and professional. She has very light hands as if she is doing nothing with your teeth
 aside that she is very friendly and jolly.Thanks sis for being my dentist, to my beautiful smile but above all 
for being my friend.


They are very professional, polite, and will make you feel at ease before and during the procedure. 
Na kampante ako nung inexplain saakin ni Doc mga gagawin nya para aware ako, naovercome ko yung 
kaba ko. I've never had a better dentist experience. Sobrang recommended po 😊👍🏻👏🏻🙌🏻


Dra. Maynalyn is the BEST!! she is very fun  dentist that feels like a friend & you will never be afraid to 
enter dental clinics because she take good care of her patients. Her service together with her assistant 
made her an excellent Dentist in Marikina! Good Job Doc! �����"
Tooth Fairy Dental Clinic,"14.625785718385199, 121.0864542123416",14.62578572,121.0864542,"18 Old J. P. Rizal, Marikina, 1801 Metro Manila",Marikina City,5,,5,,,,,,,
Dental Corner,"14.646630127154442, 121.09194737658747",14.64663013,121.0919474,"125 Malaya St, Marikina, 1807 Metro Manila",Marikina City,5,,5,9667685211,dentalcorner.ph@gmail.com,#NAME?,,Mon-Sun: 9am-7pm,Recommendable 👍 Thank you dra! :) …,
